case_number,id,date,district,beat,injury_type,cleared,date_clear
JB387780,24125,2018-08-10 16:50:00,4,421,SHOT,Y,2019-01-03
JB397478,24132,2018-08-17 14:53:00,7,733,SHOT,Y,2021-08-02
JB400414,24136,2018-08-19 18:17:00,8,835,SHOT,Y,2019-01-12
JB407292,24147,2018-08-24 19:54:00,2,221,SHOT,Y,2019-08-23
JB414875,24152,2018-08-30 11:22:00,2,213,SHOT,Y,2019-01-12
JB419467,24162,2018-09-02 15:45:00,1,121,BLUNT FORCE INJURY,Y,2019-01-24
JB419647,24159,2018-09-02 20:24:00,24,2424,SHOT,Y,2019-08-06
JB432708,24174,2018-09-12 17:28:00,9,932,SHOT,Y,2020-07-30
JB449465,24194,2018-09-24 20:07:00,6,613,SHOT,Y,2020-02-18
JB459001,24210,2018-10-02 00:32:00,6,624,SHOT,Y,2021-11-14
JB459857,24211,2018-10-02 14:30:00,8,835,SHOT,Y,2019-05-23
JB461634,24213,2018-10-03 21:28:00,11,1113,STABBED,Y,2019-06-10
JB465823,24220,2018-10-07 09:32:00,4,411,SHOT,Y,2019-05-03
JB478579,24237,2018-10-17 01:30:00,6,631,SHOT,Y,2019-01-31
JB479063,25394,2018-10-17 13:38:00,11,1112,SHOT,Y,2020-08-18
JB493178,24258,2018-10-28 02:15:00,8,825,SHOT,Y,2019-12-24
JB496408,24260,2018-10-30 15:24:00,9,934,SHOT,Y,2019-05-16
JB498298,24262,2018-10-31 21:22:00,25,2522,SHOT,Y,2019-08-05
JB500049,24269,2018-11-02 04:30:00,4,421,BLUNT FORCE INJURY,Y,2021-04-14
JB501375,24270,2018-11-03 00:44:00,5,533,SHOT,Y,2020-01-10
JB512377,24289,2018-11-11 19:10:00,8,814,SHOT,Y,2021-05-21
JB516097,24296,2018-11-14 19:34:00,11,1132,SHOT,Y,2019-02-02
JB516364,24297,2018-11-15 01:26:00,11,1132,STABBED,Y,2019-12-12
JB522024,24301,2018-11-19 15:14:00,1,133,SHOT,Y,2019-02-25
JB522024,24302,2018-11-19 15:14:00,1,133,SHOT,Y,2019-02-25
JB522024,24303,2018-11-19 15:14:00,1,133,SHOT,Y,2019-02-25
JB522176,24305,2018-11-19 18:42:00,15,1531,SHOT,Y,2019-07-31
JB522605,24307,2018-11-20 08:32:00,11,1112,SHOT,Y,2021-07-22
JB525987,24312,2018-11-23 10:08:00,9,933,SHOT,Y,2019-11-29
JB531254,24315,2018-11-27 19:23:00,15,1523,SHOT,Y,2020-03-10
JB532672,24317,2018-11-28 22:00:00,17,1733,SHOT,Y,2021-12-16
JB534354,24319,2018-11-30 09:45:00,11,1112,SHOT,Y,2019-09-04
JB536751,24325,2018-12-02 02:40:00,8,835,SHOT,Y,2020-04-13
JB536766,24334,2018-12-02 02:55:00,25,2522,SHOT,Y,2021-08-30
JB538430,24330,2018-12-03 13:27:00,4,434,STABBED,Y,2019-12-26
JB560154,24353,2018-12-19 17:30:00,5,522,STABBED,Y,2019-05-14
JB561916,24357,2018-12-21 00:35:00,2,215,SHOT,Y,2019-03-01
JB566817,24363,2018-12-25 10:50:00,10,1033,SHOT,Y,2019-12-31
JB567847,24364,2018-12-26 14:05:00,8,812,SHOT,Y,2019-01-18
JB573562,24366,2018-12-31 09:57:00,2,231,SHOT,Y,2019-01-03
JC103046,24369,2019-01-03 12:54:00,2,224,SHOT,N,
JC103046,24368,2019-01-03 12:54:00,2,224,SHOT,N,
JC105864,24370,2019-01-05 15:28:00,14,1433,SHOT,Y,2020-03-11
JC106397,24371,2019-01-05 23:44:00,7,734,SHOT,Y,2019-07-15
JC107385,24372,2019-01-06 22:22:00,8,812,SHOT,Y,2019-05-27
JC108358,24373,2019-01-07 15:00:00,6,622,BLUNT FORCE INJURY,Y,2019-01-09
JC108237,24374,2019-01-07 16:55:00,7,714,SHOT,N,
JC113053,24375,2019-01-11 15:07:00,2,222,SHOT,Y,2019-11-27
JC113431,24376,2019-01-11 20:00:00,25,2533,SHOT,N,
JC113461,24377,2019-01-11 20:24:00,11,1115,SHOT,N,
JC113580,24378,2019-01-11 21:51:00,1,111,BLUNT FORCE INJURY,Y,2019-03-08
JC114123,24379,2019-01-12 12:29:00,4,422,SHOT,Y,2019-01-13
JC117760,24381,2019-01-15 13:10:00,11,1122,SHOT,N,
JC122250,24382,2019-01-19 00:02:00,22,2221,SHOT,N,
JC122279,24383,2019-01-19 01:05:00,10,1023,SHOT,N,
JC122297,24384,2019-01-19 01:35:00,17,1732,SHOT,N,
JC123347,24385,2019-01-20 10:34:00,6,611,SHOT,N,
JC125074,24387,2019-01-22 04:51:00,11,1131,SHOT,N,
JC128834,24388,2019-01-25 02:35:00,5,513,SHOT,N,
JC132032,24390,2019-01-28 02:52:00,8,813,SHOT,Y,2019-02-10
JC132194,24798,2019-01-28 09:15:00,7,722,ASSAULT,N,
JC132834,24389,2019-01-28 17:59:00,8,832,SHOT,N,
JC135222,24391,2019-01-31 09:32:00,3,332,STRANGULATION,Y,2019-02-02
JC135953,24393,2019-02-01 01:35:00,4,414,SHOT,N,
JC137846,24607,2019-02-02 15:23:00,8,831,ASPHYXIATION,Y,2019-06-25
JC138307,24395,2019-02-03 02:01:00,3,323,SHOT,N,
JC138307,24396,2019-02-03 02:01:00,3,323,SHOT,N,
JC138385,24394,2019-02-03 05:24:00,3,311,SHOT,N,
JC141847,24397,2019-02-05 23:05:00,6,611,SHOT,Y,2019-10-24
JC142732,24398,2019-02-06 18:04:00,11,1132,SHOT,Y,2019-02-15
JC142923,24399,2019-02-06 21:05:00,7,732,SHOT,N,
JC145553,24400,2019-02-08 23:40:00,12,1223,STABBED,Y,2020-01-24
JC146532,24401,2019-02-09 20:04:00,15,1511,SHOT,N,
JC147432,24402,2019-02-10 16:20:00,7,722,SHOT,N,
JC147657,24403,2019-02-10 20:21:00,3,332,SHOT,N,
JC147701,24404,2019-02-10 21:25:00,12,1235,SHOT,N,
JC151452,24406,2019-02-13 20:10:00,15,1532,STABBED,N,
JC151667,24407,2019-02-14 00:59:00,11,1133,STABBED,Y,2019-04-04
JC152935,24409,2019-02-14 23:30:00,24,2412,SHOT,N,
JC153237,24410,2019-02-15 09:54:00,11,1134,SHOT,N,
JC156164,24411,2019-02-17 18:36:00,9,923,SHOT,N,
JC160382,24414,2019-02-21 10:50:00,11,1131,SHOT,N,
JC160642,24415,2019-02-21 14:47:00,10,1011,SHOT,N,
JC161724,24416,2019-02-22 12:05:00,8,822,SHOT,Y,2019-03-02
JC162598,24417,2019-02-23 00:25:00,15,1524,SHOT,N,
JC165600,24419,2019-02-25 17:38:00,17,1731,SHOT,Y,2019-02-27
JC167528,24421,2019-02-27 14:13:00,7,723,STABBED,Y,2019-07-17
JC170829,24422,2019-03-02 02:25:00,12,1212,BLUNT FORCE INJURY,Y,2019-11-23
JC170814,24423,2019-03-02 03:19:00,15,1533,SHOT,N,
JC171874,24424,2019-03-03 01:21:00,7,733,SHOT,N,
JC174198,24425,2019-03-05 10:55:00,11,1131,SHOT,N,
JC177483,24426,2019-03-08 00:10:00,18,1831,SHOT,Y,2019-03-21
JC178163,24427,2019-03-08 14:52:00,17,1722,SHOT,Y,2019-06-19
JC179984,24428,2019-03-10 06:14:00,15,1532,SHOT,Y,2019-05-08
JC182941,24429,2019-03-12 17:03:00,2,221,SHOT,Y,2019-11-13
JC183040,24430,2019-03-12 17:23:00,6,611,SHOT,N,
JC184723,24432,2019-03-14 02:25:00,22,2232,SHOT,Y,2019-10-07
JC185125,24433,2019-03-14 12:21:00,7,733,SHOT,Y,2019-05-02
JC185852,24434,2019-03-14 22:15:00,11,1121,SHOT,N,
JC186971,24435,2019-03-15 19:19:00,7,731,SHOT,N,
JC187303,24436,2019-03-16 01:35:00,4,412,SHOT,Y,2019-11-29
JC189018,24437,2019-03-17 13:24:00,9,923,SHOT,N,
JC189217,24438,2019-03-17 16:51:00,10,1013,SHOT,N,
JC190708,24439,2019-03-18 18:50:00,3,311,BLUNT FORCE INJURY,Y,2019-03-20
JC192494,24847,2019-03-20 12:00:00,4,412,OTHER,Y,2019-11-26
JC195241,24442,2019-03-22 11:44:00,4,432,SHOT,N,
JC195472,24443,2019-03-22 14:47:00,6,613,SHOT,N,
JC196246,24444,2019-03-23 03:25:00,18,1832,SHOT,Y,2019-03-24
JC197378,24445,2019-03-24 02:02:00,14,1412,SHOT,Y,2019-11-20
JC197810,24446,2019-03-24 13:23:00,11,1122,SHOT,Y,2020-05-07
JC198417,24447,2019-03-25 00:40:00,5,524,SHOT,N,
JC199705,24448,2019-03-25 23:40:00,15,1522,SHOT,N,
JC200923,24449,2019-03-26 21:50:00,9,925,SHOT,N,
JC201997,24450,2019-03-27 19:02:00,11,1112,SHOT,N,
JC202296,24451,2019-03-28 00:15:00,4,423,SHOT,N,
JC202698,24452,2019-03-28 11:21:00,4,421,SHOT,N,
JC203298,24453,2019-03-28 18:44:00,15,1531,SHOT,N,
JC204048,24454,2019-03-29 12:08:00,9,911,SHOT,N,
JC204392,24455,2019-03-29 16:24:00,6,633,SHOT,N,
JC204604,24456,2019-03-29 18:54:00,8,822,SHOT,N,
JC206124,24457,2019-03-31 03:02:00,11,1122,SHOT,N,
JC206892,24458,2019-03-31 18:51:00,7,713,STABBED,N,
JC208229,24460,2019-04-01 19:39:00,11,1131,SHOT,N,
JC208229,24461,2019-04-01 19:39:00,11,1131,SHOT,N,
JC208421,24462,2019-04-01 23:30:00,6,621,SHOT,N,
JC208421,24463,2019-04-01 23:30:00,6,621,SHOT,N,
JC208961,24464,2019-04-02 13:44:00,7,724,SHOT,Y,2019-04-04
JC209639,24465,2019-04-02 23:52:00,3,311,SHOT,N,
JC209975,24466,2019-04-03 10:36:00,4,423,SHOT,N,
JC210159,24467,2019-04-03 12:54:00,6,624,SHOT,N,
JC210939,24468,2019-04-04 00:56:00,5,512,SHOT,N,
JC212804,24469,2019-04-05 14:30:00,11,1112,SHOT,N,
JC214156,24470,2019-04-06 15:50:00,22,2234,SHOT,Y,2019-09-23
JC214489,24483,2019-04-06 20:36:00,5,511,SHOT,N,
JC214900,24474,2019-04-07 01:00:00,7,722,SHOT,Y,2019-04-08
JC214810,24473,2019-04-07 04:47:00,15,1533,SHOT,N,
JC214831,24472,2019-04-07 05:33:00,11,1115,SHOT,N,
JC214843,24471,2019-04-07 06:10:00,3,321,SHOT,N,
JC215784,24487,2019-04-08 00:15:00,3,324,SHOT,N,
JC216289,24476,2019-04-08 12:38:00,15,1532,SHOT,N,
JC216579,24475,2019-04-08 15:59:00,3,333,SHOT,N,
JC216720,24477,2019-04-08 17:40:00,8,832,SHOT,N,
JC218462,24478,2019-04-09 22:16:00,5,511,SHOT,N,
JC218766,24480,2019-04-10 09:53:00,11,1121,SHOT,Y,2020-08-05
JC218766,24481,2019-04-10 09:53:00,11,1121,SHOT,Y,2020-08-05
JC221039,24482,2019-04-11 20:21:00,6,611,SHOT,Y,2020-07-03
JC223059,24484,2019-04-13 12:46:00,8,825,SHOT,N,
JC223370,24485,2019-04-13 17:18:00,11,1113,SHOT,N,
JC223880,24497,2019-04-14 03:01:00,5,512,SHOT,N,
JC224120,24486,2019-04-14 10:38:00,4,424,SHOT,N,
JC225720,24488,2019-04-15 17:15:00,5,522,SHOT,N,
JC226010,24489,2019-04-15 22:09:00,8,823,SHOT,N,
JC226799,24490,2019-04-16 15:33:00,7,715,SHOT,N,
JC227727,24494,2019-04-17 10:47:00,11,1133,SHOT,N,
JC227924,24491,2019-04-17 13:11:00,5,513,STABBED,Y,2019-05-28
JC228541,24493,2019-04-17 21:50:00,6,623,SHOT,N,
JC228553,24492,2019-04-17 22:43:00,25,2525,SHOT,Y,2019-06-27
JC229595,24860,2019-04-18 04:20:00,5,511,BLUNT FORCE INJURY,N,
JC228896,24495,2019-04-18 10:23:00,3,321,SHOT,Y,2019-06-05
JC230385,24498,2019-04-19 15:17:00,5,533,SHOT,Y,2019-05-03
JC231515,24499,2019-04-20 12:39:00,11,1115,SHOT,N,
JC231574,24500,2019-04-20 14:48:00,25,2515,SHOT,Y,2019-05-29
JC231866,24501,2019-04-20 17:51:00,22,2212,SHOT,N,
JC232298,24502,2019-04-21 03:03:00,1,114,SHOT,N,
JC233150,24503,2019-04-21 22:52:00,11,1115,SHOT,N,
JC233622,24741,2019-04-22 10:42:00,5,532,SHOT,N,
JC234030,24504,2019-04-22 15:54:00,6,622,SHOT,Y,2019-08-06
JC236433,24545,2019-04-23 14:01:00,8,834,STRANGULATION,Y,2019-05-16
JC235881,24505,2019-04-23 21:35:00,7,711,SHOT,N,
JC236052,26639,2019-04-24 02:16:00,7,731,BLUNT FORCE INJURY,Y,2022-03-01
JC237160,24506,2019-04-24 20:45:00,6,634,SHOT,N,
JC238631,24507,2019-04-26 00:38:00,5,513,SHOT,Y,2021-11-02
JC238667,24509,2019-04-26 02:05:00,15,1522,SHOT,N,
JC238667,24508,2019-04-26 02:05:00,15,1522,SHOT,N,
JC239579,24510,2019-04-26 17:44:00,8,834,SHOT,N,
JC239646,24511,2019-04-26 18:28:00,8,822,SHOT,Y,2019-05-07
JC240099,24512,2019-04-27 02:30:00,11,1122,SHOT,Y,2020-09-25
JC240092,24513,2019-04-28 02:23:00,22,2212,SHOT,Y,2019-07-24
JC241412,24514,2019-04-28 09:11:00,7,711,SHOT,N,
JC242102,24515,2019-04-28 21:18:00,9,925,SHOT,N,
JC242225,24516,2019-04-29 00:27:00,15,1523,SHOT,Y,2020-12-23
JC243340,24517,2019-04-29 19:05:00,7,722,SHOT,Y,2020-06-01
JC243520,24518,2019-04-29 23:19:00,3,321,SHOT,Y,2021-02-16
JC244549,24520,2019-04-30 18:02:00,11,1132,SHOT,Y,2020-02-26
JC247280,24522,2019-05-02 19:30:00,25,2532,SHOT,N,
JC248729,24523,2019-05-03 20:12:00,25,2535,SHOT,N,
JC250312,24524,2019-05-05 02:44:00,9,915,SHOT,N,
JC250381,24525,2019-05-05 04:52:00,10,1011,SHOT,N,
JC250415,24529,2019-05-05 06:20:00,25,2531,SHOT,Y,2019-06-11
JC251305,24527,2019-05-05 10:30:00,11,1112,SHOT,Y,2020-05-11
JC251079,24526,2019-05-05 18:23:00,14,1423,SHOT,N,
JC251611,24528,2019-05-06 07:30:00,11,1124,SHOT,N,
JC252739,24530,2019-05-06 21:03:00,7,715,SHOT,N,
JC253866,24531,2019-05-07 17:49:00,11,1132,SHOT,N,
JC255444,24532,2019-05-08 20:58:00,11,1132,SHOT,N,
JC255664,24533,2019-05-09 03:00:00,7,725,SHOT,N,
JC258033,24534,2019-05-10 18:18:00,2,213,SHOT,N,
JC259222,24535,2019-05-11 17:13:00,15,1533,SHOT,N,
JC259301,24536,2019-05-11 17:45:00,15,1511,SHOT,N,
JC259671,24537,2019-05-12 01:34:00,12,1211,SHOT,N,
JC262117,24538,2019-05-13 23:05:00,10,1021,SHOT,Y,2019-09-05
JC262752,24539,2019-05-14 13:56:00,4,412,SHOT,N,
JC262807,24540,2019-05-14 14:16:00,5,522,SHOT,Y,2019-05-27
JC262922,24541,2019-05-14 15:59:00,11,1124,SHOT,N,
JC264866,24542,2019-05-15 05:48:00,5,513,SHOT,N,
JC264883,24543,2019-05-16 00:22:00,17,1713,SHOT,Y,2019-08-23
JC264943,24544,2019-05-16 02:17:00,4,422,SHOT,N,
JC266273,24546,2019-05-17 00:53:00,3,333,SHOT,N,
JC268200,24547,2019-05-18 13:08:00,4,412,SHOT,N,
JC269046,24549,2019-05-19 03:23:00,15,1531,SHOT,N,
JC270190,24550,2019-05-20 00:55:00,12,1224,SHOT,N,
JC271105,24551,2019-05-20 16:21:00,6,623,SHOT,N,
JC271728,24552,2019-05-21 06:40:00,10,1014,STABBED,Y,2019-06-20
JC274276,24553,2019-05-22 19:04:00,6,621,SHOT,Y,2019-10-21
JC274572,24554,2019-05-23 00:25:00,8,832,SHOT,Y,2021-04-13
JC274616,24555,2019-05-23 01:02:00,7,726,STABBED,Y,2019-11-27
JC276141,24556,2019-05-24 01:48:00,7,713,STABBED,N,
JC278422,24557,2019-05-25 18:26:00,5,513,SHOT,Y,2020-03-14
JC278685,24558,2019-05-25 22:05:00,6,621,SHOT,N,
JC278908,24559,2019-05-26 01:35:00,12,1233,SHOT,N,
JC279072,24654,2019-05-26 06:02:00,12,1233,SHOT,Y,2019-07-16
JC279072,24560,2019-05-26 06:02:00,12,1233,SHOT,Y,2019-07-15
JC280830,24581,2019-05-27 16:15:00,10,1033,SHOT,Y,2019-09-09
JC281195,24561,2019-05-27 23:00:00,8,834,SHOT,Y,2019-07-26
JC281250,24562,2019-05-28 00:12:00,25,2535,SHOT,Y,2020-05-08
JC281514,24563,2019-05-28 08:49:00,25,2531,SHOT,Y,2019-05-29
JC282729,24564,2019-05-29 00:38:00,3,321,STABBED,Y,2019-06-01
JC282752,24565,2019-05-29 01:54:00,6,623,SHOT,Y,2021-12-30
JC283120,24566,2019-05-29 11:28:00,7,715,SHOT,Y,2020-12-31
JC283353,24567,2019-05-29 13:46:00,4,423,SHOT,Y,2019-09-25
JC284016,24568,2019-05-29 21:18:00,5,531,SHOT,Y,2022-03-24
JC284673,24570,2019-05-30 13:32:00,6,633,SHOT,Y,2020-08-27
JC284673,24569,2019-05-30 13:32:00,6,633,SHOT,Y,2020-08-27
JC286876,24571,2019-05-31 20:07:00,3,333,STABBED,Y,2019-09-28
JC286896,24572,2019-05-31 20:41:00,6,611,SHOT,N,
JC286989,24573,2019-05-31 22:25:00,25,2534,SHOT,N,
JC287087,24574,2019-05-31 23:45:00,11,1111,SHOT,N,
JC287285,24575,2019-06-01 04:11:00,6,621,SHOT,N,
JC287306,24576,2019-06-01 04:43:00,15,1533,STABBED,Y,2019-08-02
JC287360,24580,2019-06-01 07:43:00,17,1724,SHOT,N,
JC288606,24577,2019-06-02 04:10:00,9,935,SHOT,N,
JC288642,24578,2019-06-02 05:58:00,18,1814,SHOT,N,
JC288642,24579,2019-06-02 05:58:00,18,1814,SHOT,N,
JC290416,24582,2019-06-03 16:03:00,11,1133,SHOT,N,
JC292411,24583,2019-06-04 20:56:00,12,1221,SHOT,Y,2019-07-24
JC292611,24585,2019-06-05 00:36:00,2,232,SHOT,N,
JC293193,24586,2019-06-05 12:56:00,15,1532,STABBED,Y,2019-06-06
JC293720,24587,2019-06-05 18:21:00,10,1011,SHOT,N,
JC294466,24588,2019-06-06 09:58:00,3,314,STABBED,Y,2020-06-06
JC295496,24589,2019-06-06 23:55:00,19,1935,SHOT,N,
JC297067,24590,2019-06-08 02:40:00,10,1032,SHOT,N,
JC297685,24591,2019-06-08 14:42:00,2,225,SHOT,N,
JC298251,24937,2019-06-08 23:15:00,8,832,SHOT,N,
JC298437,24592,2019-06-09 03:28:00,3,321,SHOT,N,
JC299535,24596,2019-06-09 22:18:00,9,932,SHOT,Y,2020-06-17
JC302499,24593,2019-06-11 21:57:00,6,634,SHOT,N,
JC302619,24595,2019-06-12 00:01:00,7,723,SHOT,N,
JC304063,24597,2019-06-12 23:31:00,25,2522,SHOT,Y,2019-06-20
JC305090,24598,2019-06-13 18:13:00,11,1122,SHOT,N,
JC306523,24599,2019-06-14 18:16:00,15,1532,SHOT,N,
JC307166,24600,2019-06-15 05:54:00,6,624,STABBED,Y,2019-09-12
JC308069,24601,2019-06-15 20:08:00,8,832,SHOT,N,
JC308347,24602,2019-06-16 00:49:00,10,1024,SHOT,N,
JC308418,24603,2019-06-16 02:39:00,4,413,SHOT,Y,2021-03-08
JC309361,24604,2019-06-16 22:05:00,8,825,SHOT,N,
JC309467,24605,2019-06-16 23:23:00,4,414,SHOT,N,
JC309564,24606,2019-06-17 02:28:00,19,1934,SHOT,N,
JC311051,24608,2019-06-18 05:10:00,3,312,SHOT,N,
JC313110,24609,2019-06-19 13:50:00,22,2232,SHOT,N,
JC313130,24610,2019-06-19 14:52:00,8,831,SHOT,N,
JC314445,24611,2019-06-20 14:45:00,15,1522,SHOT,Y,2019-12-23
JC315071,24612,2019-06-20 22:55:00,11,1113,SHOT,N,
JC315607,24613,2019-06-21 12:15:00,6,631,SHOT,N,
JC315715,24614,2019-06-21 14:52:00,7,726,SHOT,Y,2020-12-14
JC316334,24615,2019-06-21 22:01:00,10,1021,SHOT,N,
JC316403,24616,2019-06-21 22:09:00,11,1113,SHOT,N,
JC316580,24617,2019-06-22 01:59:00,5,511,SHOT,N,
JC317433,24619,2019-06-22 19:32:00,11,1132,SHOT,Y,2019-07-18
JC317994,24618,2019-06-23 03:54:00,8,835,SHOT,Y,2020-09-28
JC318867,25062,2019-06-23 19:47:00,22,2223,SHOT,N,
JC323132,24620,2019-06-26 16:54:00,11,1112,SHOT,N,
JC324333,24621,2019-06-27 14:15:00,24,2431,SHOT,N,
JC326322,24622,2019-06-28 19:19:00,11,1123,SHOT,N,
JC326640,24626,2019-06-29 01:33:00,10,1012,SHOT,Y,2019-12-26
JC326856,24623,2019-06-29 04:40:00,11,1121,SHOT,N,
JC327352,24624,2019-06-29 15:25:00,6,612,SHOT,Y,2019-07-27
JC327983,24625,2019-06-29 23:13:00,8,813,SHOT,N,
JC329541,26476,2019-07-01 03:20:00,8,823,SHOT,N,
JC330856,24628,2019-07-01 21:17:00,24,2422,SHOT,N,
JC331056,24629,2019-07-02 01:20:00,25,2515,SHOT,N,
JC331388,24635,2019-07-02 10:10:00,11,1111,STRANGULATION,N,
JC333404,24630,2019-07-03 17:04:00,7,731,SHOT,N,
JC334372,24632,2019-07-04 12:17:00,11,1121,SHOT,Y,2021-03-22
JC335335,24634,2019-07-05 02:47:00,15,1531,SHOT,N,
JC335320,24633,2019-07-05 02:48:00,9,925,SHOT,N,
JC336427,24636,2019-07-05 19:43:00,15,1532,SHOT,N,
JC337772,24637,2019-07-06 18:30:00,15,1532,BLUNT FORCE INJURY,Y,2020-12-04
JC338230,24638,2019-07-07 06:00:00,22,2233,ASPHYXIATION,Y,2019-10-04
JC340296,24639,2019-07-08 17:38:00,11,1112,SHOT,N,
JC344149,24650,2019-07-11 13:03:00,15,1513,SHOT,N,
JC345103,24640,2019-07-12 03:15:00,22,2223,SHOT,N,
JC346016,24641,2019-07-12 17:55:00,6,632,SHOT,N,
JC346537,24642,2019-07-13 02:20:00,12,1222,SHOT,N,
JC346570,24645,2019-07-13 02:55:00,6,612,SHOT,N,
JC346582,24643,2019-07-13 03:32:00,12,1233,SHOT,Y,2021-08-31
JC346830,24651,2019-07-13 09:30:00,4,421,BLUNT FORCE INJURY,Y,2019-07-16
JC347217,24644,2019-07-13 14:50:00,9,914,STABBED,Y,2019-07-16
JC347770,24646,2019-07-13 23:00:00,4,423,SHOT,N,
JC347770,24647,2019-07-13 23:00:00,4,423,SHOT,N,
JC347994,24648,2019-07-14 03:35:00,10,1021,SHOT,N,
JC348081,24649,2019-07-14 06:16:00,15,1531,SHOT,N,
JC348471,24652,2019-07-14 13:55:00,3,331,SHOT,Y,2019-08-14
JC350685,24653,2019-07-16 00:37:00,5,524,SHOT,N,
JC353545,24655,2019-07-18 00:15:00,11,1123,SHOT,N,
