case_number,id,date,injury_type,cleared,date_clear,beat,district,time_to_clear
JC284673,24569.0,2019-05-30 13:32:00,SHOT,Y,2020-08-27,633.0,6.0,454.0
JC286876,24571.0,2019-05-31 20:07:00,STABBED,Y,2019-09-28,333.0,3.0,119.0
JC286896,24572.0,2019-05-31 20:41:00,SHOT,N,,611.0,6.0,
JC286989,24573.0,2019-05-31 22:25:00,SHOT,N,,2534.0,25.0,
JC287087,24574.0,2019-05-31 23:45:00,SHOT,N,,1111.0,11.0,
JC287285,24575.0,2019-06-01 04:11:00,SHOT,N,,621.0,6.0,
JC287306,24576.0,2019-06-01 04:43:00,STABBED,Y,2019-08-02,1533.0,15.0,61.0
JC287360,24580.0,2019-06-01 07:43:00,SHOT,N,,1724.0,17.0,
JC288606,24577.0,2019-06-02 04:10:00,SHOT,N,,935.0,9.0,
JC288642,24578.0,2019-06-02 05:58:00,SHOT,N,,1814.0,18.0,
JC288642,24579.0,2019-06-02 05:58:00,SHOT,N,,1814.0,18.0,
JC290416,24582.0,2019-06-03 16:03:00,SHOT,N,,1133.0,11.0,
JC292411,24583.0,2019-06-04 20:56:00,SHOT,Y,2019-07-24,1221.0,12.0,49.0
JC292611,24585.0,2019-06-05 00:36:00,SHOT,N,,232.0,2.0,
JC293193,24586.0,2019-06-05 12:56:00,STABBED,Y,2019-06-06,1532.0,15.0,0.0
JC293720,24587.0,2019-06-05 18:21:00,SHOT,N,,1011.0,10.0,
JC294466,24588.0,2019-06-06 09:58:00,STABBED,Y,2020-06-06,314.0,3.0,365.0
JC295496,24589.0,2019-06-06 23:55:00,SHOT,N,,1935.0,19.0,
JC297067,24590.0,2019-06-08 02:40:00,SHOT,N,,1032.0,10.0,
JC297685,24591.0,2019-06-08 14:42:00,SHOT,N,,225.0,2.0,
JC298251,24937.0,2019-06-08 23:15:00,SHOT,N,,832.0,8.0,
JC298437,24592.0,2019-06-09 03:28:00,SHOT,N,,321.0,3.0,
JC299535,24596.0,2019-06-09 22:18:00,SHOT,Y,2020-06-17,932.0,9.0,373.0
JC302499,24593.0,2019-06-11 21:57:00,SHOT,N,,634.0,6.0,
JC302619,24595.0,2019-06-12 00:01:00,SHOT,N,,723.0,7.0,
JC304063,24597.0,2019-06-12 23:31:00,SHOT,Y,2019-06-20,2522.0,25.0,7.0
JC305090,24598.0,2019-06-13 18:13:00,SHOT,N,,1122.0,11.0,
JC306523,24599.0,2019-06-14 18:16:00,SHOT,N,,1532.0,15.0,
JC307166,24600.0,2019-06-15 05:54:00,STABBED,Y,2019-09-12,624.0,6.0,88.0
JC308069,24601.0,2019-06-15 20:08:00,SHOT,N,,832.0,8.0,
JC308347,24602.0,2019-06-16 00:49:00,SHOT,N,,1024.0,10.0,
JC308418,24603.0,2019-06-16 02:39:00,SHOT,Y,2021-03-08,413.0,4.0,630.0
JC309361,24604.0,2019-06-16 22:05:00,SHOT,N,,825.0,8.0,
JC309467,24605.0,2019-06-16 23:23:00,SHOT,N,,414.0,4.0,
JC309564,24606.0,2019-06-17 02:28:00,SHOT,N,,1934.0,19.0,
JC311051,24608.0,2019-06-18 05:10:00,SHOT,N,,312.0,3.0,
JC313110,24609.0,2019-06-19 13:50:00,SHOT,N,,2232.0,22.0,
JC313130,24610.0,2019-06-19 14:52:00,SHOT,N,,831.0,8.0,
JC314445,24611.0,2019-06-20 14:45:00,SHOT,Y,2019-12-23,1522.0,15.0,185.0
