case_number,id,date,injury_type,cleared,date_clear,beat,district,time_to_clear
HH232668,1384.0,2002-03-09 00:00:00,SHOT,N,,713.0,7.0,
HH232986,1387.0,2002-03-10 00:00:00,SHOT,Y,2002-10-22,2515.0,25.0,226.0
HH233509,1385.0,2002-03-10 00:00:00,ASSAULT,Y,2002-03-20,633.0,6.0,10.0
HH235648,1386.0,2002-03-11 00:00:00,SHOT,Y,2002-06-10,1511.0,15.0,91.0
HH237332,1458.0,2002-03-12 00:00:00,SHOT,N,,1511.0,15.0,
HH240444,1388.0,2002-03-13 00:00:00,SHOT,N,,2521.0,25.0,
HH241047,1389.0,2002-03-14 00:00:00,ASSAULT,Y,2002-03-18,1821.0,18.0,4.0
HH243265,1390.0,2002-03-15 00:00:00,ASSAULT,N,,2322.0,23.0,
HH245278,1391.0,2002-03-15 00:00:00,SHOT,Y,2002-03-20,1523.0,15.0,5.0
HH245450,1392.0,2002-03-16 00:00:00,SHOT,Y,2002-03-20,1223.0,12.0,4.0
HH245450,1393.0,2002-03-16 00:00:00,SHOT,Y,2002-03-20,1223.0,12.0,4.0
HH246937,1394.0,2002-03-16 00:00:00,SHOT,Y,2007-02-14,412.0,4.0,1796.0
HH249066,1395.0,2002-03-18 00:00:00,SHOT,N,,624.0,6.0,
HH249096,1396.0,2002-03-18 00:00:00,STABBED,Y,2009-11-23,931.0,9.0,2807.0
HH251081,1397.0,2002-03-18 00:00:00,SHOT,Y,2002-04-03,2524.0,25.0,16.0
HH251391,1401.0,2002-03-19 00:00:00,SHOT,N,,1133.0,11.0,
HH254048,1399.0,2002-03-19 00:00:00,ASSAULT,Y,2002-03-25,323.0,3.0,6.0
HH253040,1398.0,2002-03-19 00:00:00,SHOT,Y,2002-06-27,731.0,7.0,100.0
HH257532,1400.0,2002-03-21 00:00:00,SHOT,Y,2007-12-05,233.0,2.0,2085.0
HH257615,1402.0,2002-03-22 00:00:00,SHOT,N,,723.0,7.0,
HH257676,1403.0,2002-03-22 00:00:00,OTHER,Y,2002-03-25,1034.0,10.0,3.0
HH257676,1404.0,2002-03-22 00:00:00,OTHER,Y,2002-03-25,1034.0,10.0,3.0
HH257676,1405.0,2002-03-22 00:00:00,OTHER,Y,2002-03-25,1034.0,10.0,3.0
HH259717,1406.0,2002-03-23 00:00:00,SHOT,Y,2002-03-28,1222.0,12.0,5.0
HH260295,1407.0,2002-03-23 00:00:00,STABBED,Y,2002-05-15,1033.0,10.0,53.0
HH263021,1923.0,2002-03-23 00:00:00,ASSAULT,Y,2003-03-14,735.0,7.0,356.0
HH261329,1408.0,2002-03-23 00:00:00,STABBED,Y,2002-06-17,312.0,3.0,86.0
HH261672,1409.0,2002-03-24 00:00:00,SHOT,Y,2005-12-31,1821.0,18.0,1378.0
HH267185,1410.0,2002-03-26 00:00:00,SHOT,N,,1013.0,10.0,
HH267565,1411.0,2002-03-27 00:00:00,SHOT,N,,1511.0,15.0,
HH268318,1412.0,2002-03-27 00:00:00,SHOT,Y,2002-03-31,421.0,4.0,4.0
HH269798,1413.0,2002-03-27 00:00:00,STABBED,Y,2002-03-29,1021.0,10.0,2.0
HH269870,1415.0,2002-03-28 00:00:00,ASSAULT,N,,1223.0,12.0,
HH270572,1414.0,2002-03-28 00:00:00,SHOT,Y,2002-03-31,914.0,9.0,3.0
HH272105,1416.0,2002-03-29 00:00:00,SHOT,N,,1024.0,10.0,
HH273192,1417.0,2002-03-29 00:00:00,SHOT,Y,2002-03-31,1223.0,12.0,2.0
HH275072,1418.0,2002-03-30 00:00:00,SHOT,Y,2002-05-17,1913.0,19.0,48.0
HH276121,1419.0,2002-03-31 00:00:00,SHOT,Y,2002-04-08,1231.0,12.0,8.0
HH277746,1423.0,2002-04-01 00:00:00,ASSAULT,Y,2002-09-30,331.0,3.0,182.0
HH279592,1420.0,2002-04-01 00:00:00,SHOT,Y,2002-06-28,725.0,7.0,88.0
HH279713,1421.0,2002-04-01 00:00:00,SHOT,Y,2002-04-05,1134.0,11.0,4.0
HH280024,1422.0,2002-04-02 00:00:00,SHOT,Y,2003-03-05,834.0,8.0,337.0
HH280696,1511.0,2002-04-02 00:00:00,ASSAULT,Y,2002-08-06,732.0,7.0,126.0
HH283563,1438.0,2002-04-03 00:00:00,SHOT,N,,1113.0,11.0,
HH282149,1424.0,2002-04-03 00:00:00,STABBED,Y,2002-04-30,735.0,7.0,27.0
HH284451,1425.0,2002-04-04 00:00:00,SHOT,Y,2002-04-08,1121.0,11.0,4.0
HH285000,1426.0,2002-04-04 00:00:00,SHOT,Y,2003-08-13,1533.0,15.0,496.0
HH285733,1427.0,2002-04-04 00:00:00,SHOT,Y,2002-06-04,733.0,7.0,61.0
HH285851,1428.0,2002-04-04 00:00:00,SHOT,Y,2002-04-26,633.0,6.0,22.0
HH287937,1429.0,2002-04-05 00:00:00,SHOT,Y,2002-12-26,2032.0,20.0,265.0
HH294366,1430.0,2002-04-08 00:00:00,SHOT,N,,522.0,5.0,
HH296357,1431.0,2002-04-09 00:00:00,SHOT,Y,2002-04-12,913.0,9.0,3.0
HH296924,1432.0,2002-04-09 00:00:00,SHOT,Y,2002-06-12,621.0,6.0,64.0
HH300459,1433.0,2002-04-11 00:00:00,SHOT,Y,2002-04-15,431.0,4.0,4.0
HH301285,1434.0,2002-04-11 00:00:00,SHOT,N,,823.0,8.0,
HH301285,1435.0,2002-04-11 00:00:00,SHOT,N,,823.0,8.0,
HH301377,1436.0,2002-04-11 00:00:00,SHOT,Y,2002-04-15,722.0,7.0,4.0
HH303853,1439.0,2002-04-13 00:00:00,SHOT,Y,2005-12-28,411.0,4.0,1355.0
HH305405,1440.0,2002-04-13 00:00:00,SHOT,Y,2002-04-16,412.0,4.0,3.0
HH306710,1441.0,2002-04-14 00:00:00,SHOT,Y,2002-05-06,1121.0,11.0,22.0
HH307831,1442.0,2002-04-15 00:00:00,STABBED,Y,2005-11-25,2525.0,25.0,1320.0
HH308907,1443.0,2002-04-15 00:00:00,SHOT,Y,2002-11-15,2533.0,25.0,214.0
HH312182,1444.0,2002-04-16 00:00:00,SHOT,Y,2002-08-23,2531.0,25.0,129.0
HH314072,1445.0,2002-04-17 00:00:00,ASPHYXIATION,Y,2002-04-22,612.0,6.0,5.0
HH314210,1446.0,2002-04-17 00:00:00,SHOT,Y,2002-06-27,934.0,9.0,71.0
HH315790,1447.0,2002-04-18 00:00:00,SHOT,Y,2002-04-22,1531.0,15.0,4.0
HH316539,1448.0,2002-04-18 00:00:00,SHOT,N,,2124.0,21.0,
HH316330,1449.0,2002-04-18 00:00:00,SHOT,Y,2002-07-22,924.0,9.0,95.0
HH316770,1450.0,2002-04-19 00:00:00,SHOT,Y,2002-06-13,2311.0,23.0,55.0
HH316888,1454.0,2002-04-19 00:00:00,STABBED,N,,634.0,6.0,
HH320862,1451.0,2002-04-21 00:00:00,SHOT,Y,2002-05-06,423.0,4.0,15.0
HH321998,1452.0,2002-04-21 00:00:00,SHOT,Y,2002-04-24,213.0,2.0,3.0
HH322773,1453.0,2002-04-22 00:00:00,SHOT,N,,1523.0,15.0,
HH326901,1455.0,2002-04-23 00:00:00,SHOT,Y,2002-05-06,621.0,6.0,13.0
HH326982,1456.0,2002-04-23 00:00:00,SHOT,Y,2002-05-20,2532.0,25.0,27.0
HH327127,1457.0,2002-04-24 00:00:00,SHOT,Y,2002-04-26,1821.0,18.0,2.0
HH332622,1459.0,2002-04-26 00:00:00,SHOT,Y,2002-04-30,434.0,4.0,4.0
HH333192,1460.0,2002-04-26 00:00:00,SHOT,N,,1121.0,11.0,
HH335929,1484.0,2002-04-28 00:00:00,SHOT,Y,2002-06-14,1125.0,11.0,47.0
HH333070,1461.0,2002-04-28 00:00:00,SHOT,N,,524.0,5.0,
HH337462,1895.0,2002-04-29 00:00:00,SHOT,N,,1135.0,11.0,
HH339746,1462.0,2002-04-29 00:00:00,SHOT,Y,2002-05-06,1132.0,11.0,7.0
HH344931,1463.0,2002-05-02 00:00:00,SHOT,Y,2002-06-03,1531.0,15.0,32.0
HH346309,1464.0,2002-05-03 00:00:00,BLUNT FORCE INJURY,Y,2002-05-06,2322.0,23.0,3.0
HH346650,1513.0,2002-05-03 00:00:00,ASPHYXIATION,Y,2004-04-05,122.0,1.0,703.0
HH347787,1521.0,2002-05-03 00:00:00,ASSAULT,Y,2002-06-06,713.0,7.0,34.0
HH347859,1466.0,2002-05-03 00:00:00,SHOT,Y,2002-05-07,134.0,1.0,4.0
HH348031,1469.0,2002-05-03 00:00:00,SHOT,Y,2002-05-20,2532.0,25.0,17.0
HH348262,1467.0,2002-05-03 00:00:00,SHOT,N,,1224.0,12.0,
HH348220,1465.0,2002-05-03 00:00:00,SHOT,Y,2002-05-08,512.0,5.0,5.0
HH350162,1468.0,2002-05-04 00:00:00,STABBED,Y,2002-07-02,1011.0,10.0,59.0
HH352548,1472.0,2002-05-06 00:00:00,STRANGULATION,N,,914.0,9.0,
HH353614,1470.0,2002-05-06 00:00:00,SHOT,Y,2002-08-22,421.0,4.0,108.0
HH354226,1471.0,2002-05-06 00:00:00,SHOT,N,,924.0,9.0,
HH356513,1506.0,2002-05-07 00:00:00,SHOT,Y,2003-04-18,333.0,3.0,346.0
HH356796,1473.0,2002-05-08 00:00:00,SHOT,N,,733.0,7.0,
HH358668,1474.0,2002-05-08 00:00:00,SHOT,Y,2002-05-15,921.0,9.0,7.0
HH358970,1475.0,2002-05-08 00:00:00,SHOT,Y,2002-05-13,2222.0,22.0,5.0
HH361418,1476.0,2002-05-10 00:00:00,SHOT,Y,2003-07-29,231.0,2.0,445.0
HH364040,1478.0,2002-05-11 00:00:00,SHOT,N,,931.0,9.0,
HH365316,1479.0,2002-05-11 00:00:00,SHOT,N,,914.0,9.0,
HH365562,1480.0,2002-05-11 00:00:00,SHOT,N,,1233.0,12.0,
HH367441,1482.0,2002-05-12 00:00:00,SHOT,Y,2002-05-16,825.0,8.0,4.0
HH367666,1481.0,2002-05-12 00:00:00,SHOT,Y,2002-05-28,723.0,7.0,16.0
HH367879,1483.0,2002-05-13 00:00:00,SHOT,Y,2002-05-15,1432.0,14.0,2.0
HH372236,1485.0,2002-05-14 00:00:00,SHOT,Y,2002-05-20,2525.0,25.0,6.0
HH372327,1486.0,2002-05-14 00:00:00,SHOT,Y,2002-05-31,1231.0,12.0,17.0
HH374701,1487.0,2002-05-15 00:00:00,SHOT,Y,2002-05-28,1421.0,14.0,13.0
HH377524,1488.0,2002-05-17 00:00:00,SHOT,Y,2002-05-20,214.0,2.0,3.0
HH379571,1489.0,2002-05-18 00:00:00,SHOT,Y,2002-07-22,633.0,6.0,65.0
HH381112,1490.0,2002-05-18 00:00:00,SHOT,Y,2002-08-26,431.0,4.0,100.0
HH381450,1491.0,2002-05-19 00:00:00,SHOT,Y,2003-06-02,511.0,5.0,379.0
HH381659,1492.0,2002-05-19 00:00:00,SHOT,Y,2006-01-11,611.0,6.0,1333.0
HH383162,1493.0,2002-05-19 00:00:00,SHOT,Y,2002-06-07,1131.0,11.0,19.0
HH383192,1494.0,2002-05-19 00:00:00,SHOT,N,,624.0,6.0,
HH384625,1495.0,2002-05-20 00:00:00,SHOT,Y,2002-05-28,2534.0,25.0,8.0
HH385295,1497.0,2002-05-20 00:00:00,ASSAULT,Y,2002-05-23,2532.0,25.0,3.0
HH385610,1496.0,2002-05-20 00:00:00,SHOT,Y,2002-09-17,814.0,8.0,120.0
HH386860,1498.0,2002-05-21 00:00:00,SHOT,N,,934.0,9.0,
HH387442,1499.0,2002-05-21 00:00:00,SHOT,Y,2002-06-10,1231.0,12.0,20.0
HH388033,1500.0,2002-05-22 00:00:00,SHOT,N,,413.0,4.0,
HH391141,1501.0,2002-05-23 00:00:00,SHOT,N,,314.0,3.0,
HH394591,1502.0,2002-05-24 00:00:00,SHOT,Y,2002-05-31,1324.0,13.0,7.0
HH396813,1503.0,2002-05-26 00:00:00,SHOT,N,,1512.0,15.0,
HH396931,1504.0,2002-05-26 00:00:00,SHOT,N,,632.0,6.0,
HH397073,1505.0,2002-05-26 00:00:00,SHOT,Y,2002-05-28,2533.0,25.0,2.0
HH398374,1507.0,2002-05-26 00:00:00,SHOT,N,,533.0,5.0,
HH398639,1508.0,2002-05-26 00:00:00,SHOT,Y,2012-08-25,2232.0,22.0,3744.0
HH399792,1538.0,2002-05-27 00:00:00,SHOT,N,,734.0,7.0,
HH400778,1509.0,2002-05-28 00:00:00,SHOT,Y,2002-08-13,715.0,7.0,77.0
HH403409,1512.0,2002-05-29 00:00:00,SHOT,N,,233.0,2.0,
HH410612,1621.0,2002-06-01 00:00:00,SHOT,Y,2002-08-22,1231.0,12.0,82.0
HH410636,1515.0,2002-06-01 00:00:00,SHOT,N,,1532.0,15.0,
HH413092,1516.0,2002-06-02 00:00:00,SHOT,Y,2002-06-03,1913.0,19.0,1.0
HH414131,1517.0,2002-06-02 00:00:00,SHOT,Y,2002-06-07,712.0,7.0,5.0
HH417546,1518.0,2002-06-04 00:00:00,SHOT,Y,2003-12-29,313.0,3.0,573.0
HH418277,1519.0,2002-06-04 00:00:00,SHOT,N,,321.0,3.0,
HH418896,1522.0,2002-06-04 00:00:00,SHOT,N,,623.0,6.0,
HH419191,1520.0,2002-06-04 00:00:00,SHOT,Y,2002-06-07,134.0,1.0,3.0
HH421821,1525.0,2002-06-05 00:00:00,SHOT,Y,2002-06-10,1231.0,12.0,5.0
HH424176,1523.0,2002-06-06 00:00:00,SHOT,Y,2005-05-27,421.0,4.0,1086.0
HH424396,1524.0,2002-06-07 00:00:00,SHOT,Y,2002-12-03,323.0,3.0,179.0
HH425288,1527.0,2002-06-07 00:00:00,ASSAULT,Y,2002-06-18,431.0,4.0,11.0
HH426967,1526.0,2002-06-08 00:00:00,SHOT,Y,2006-01-30,411.0,4.0,1332.0
HH428330,1529.0,2002-06-08 00:00:00,ASSAULT,Y,2002-07-23,1331.0,13.0,45.0
HH427947,1528.0,2002-06-08 00:00:00,SHOT,Y,2002-06-18,1222.0,12.0,10.0
HH428655,1530.0,2002-06-09 00:00:00,SHOT,Y,2002-07-15,1115.0,11.0,36.0
HH430277,1531.0,2002-06-09 00:00:00,STABBED,Y,2002-07-05,1913.0,19.0,26.0
HH430816,1532.0,2002-06-10 00:00:00,SHOT,Y,2002-06-17,1233.0,12.0,7.0
HH432627,1533.0,2002-06-10 00:00:00,SHOT,Y,2002-07-12,2525.0,25.0,32.0
HH433911,1534.0,2002-06-11 00:00:00,SHOT,N,,222.0,2.0,
HH435442,1535.0,2002-06-11 00:00:00,SHOT,N,,233.0,2.0,
HH435680,1536.0,2002-06-12 00:00:00,SHOT,Y,2002-06-18,1112.0,11.0,6.0
HH435776,1537.0,2002-06-12 00:00:00,SHOT,Y,2002-07-17,1111.0,11.0,35.0
HH439249,1540.0,2002-06-13 00:00:00,STABBED,Y,2002-09-26,423.0,4.0,105.0
HH440086,1541.0,2002-06-13 00:00:00,SHOT,Y,2002-06-17,1822.0,18.0,4.0
HH440370,1542.0,2002-06-13 00:00:00,SHOT,Y,2007-09-06,1822.0,18.0,1911.0
HH440588,1543.0,2002-06-14 00:00:00,SHOT,N,,1423.0,14.0,
HH440773,1544.0,2002-06-14 00:00:00,SHOT,N,,2411.0,24.0,
HH440773,1545.0,2002-06-14 00:00:00,SHOT,N,,2411.0,24.0,
HH442587,1547.0,2002-06-14 00:00:00,SHOT,N,,421.0,4.0,
HH442667,1546.0,2002-06-14 00:00:00,SHOT,N,,2222.0,22.0,
HH742802,1579.0,2002-06-15 00:00:00,ASSAULT,Y,2002-10-31,2022.0,20.0,138.0
HH447119,1548.0,2002-06-17 00:00:00,SHOT,Y,2012-09-22,835.0,8.0,3750.0
HH447144,1552.0,2002-06-17 00:00:00,SHOT,N,,913.0,9.0,
HH447396,1549.0,2002-06-17 00:00:00,SHOT,Y,2002-07-02,212.0,2.0,15.0
HH449520,1550.0,2002-06-18 00:00:00,SHOT,Y,2002-12-19,1724.0,17.0,184.0
HH450900,1551.0,2002-06-18 00:00:00,SHOT,Y,2002-10-02,2531.0,25.0,106.0
HH453672,1554.0,2002-06-19 00:00:00,STABBED,Y,2002-09-30,832.0,8.0,103.0
HH454025,1555.0,2002-06-20 00:00:00,BLUNT FORCE INJURY,Y,2004-12-16,1532.0,15.0,910.0
HH454035,1755.0,2002-06-20 00:00:00,SHOT,N,,313.0,3.0,
HH454055,1556.0,2002-06-20 00:00:00,SHOT,Y,2004-04-28,2221.0,22.0,678.0
HH456271,1557.0,2002-06-21 00:00:00,SHOT,N,,321.0,3.0,
HH459066,1558.0,2002-06-21 00:00:00,SHOT,Y,2002-07-15,1123.0,11.0,24.0
HH458624,1564.0,2002-06-22 00:00:00,SHOT,Y,2004-10-07,2524.0,25.0,838.0
HH458711,1559.0,2002-06-22 00:00:00,SHOT,Y,2002-08-21,1421.0,14.0,60.0
HH460411,1560.0,2002-06-22 00:00:00,SHOT,Y,2002-12-24,1311.0,13.0,185.0
HH460538,1561.0,2002-06-22 00:00:00,SHOT,Y,2003-06-26,411.0,4.0,369.0
HH460597,1570.0,2002-06-22 00:00:00,STABBED,N,,433.0,4.0,
HH460868,1562.0,2002-06-23 00:00:00,SHOT,N,,1413.0,14.0,
HH461078,1563.0,2002-06-23 00:00:00,SHOT,Y,2011-04-13,1533.0,15.0,3216.0
HH461078,1580.0,2002-06-23 00:00:00,SHOT,Y,2011-04-13,1533.0,15.0,3216.0
HH462829,1567.0,2002-06-24 00:00:00,SHOT,N,,1421.0,14.0,
HH462985,1565.0,2002-06-24 00:00:00,SHOT,N,,913.0,9.0,
HH462985,1566.0,2002-06-24 00:00:00,SHOT,N,,913.0,9.0,
HH474716,1578.0,2002-06-24 00:00:00,ASSAULT,Y,2002-10-10,1115.0,11.0,108.0
HH470866,1568.0,2002-06-27 00:00:00,SHOT,Y,2002-07-01,1414.0,14.0,4.0
HH470866,1818.0,2002-06-27 00:00:00,OTHER,Y,2002-10-28,1414.0,14.0,123.0
HH472506,1569.0,2002-06-28 00:00:00,SHOT,Y,2002-07-29,614.0,6.0,31.0
HH474915,1723.0,2002-06-29 00:00:00,ASSAULT,Y,2002-12-26,1333.0,13.0,180.0
HH476242,1571.0,2002-06-29 00:00:00,SHOT,N,,1513.0,15.0,
HH476864,1573.0,2002-06-29 00:00:00,SHOT,N,,1411.0,14.0,
HH476968,1575.0,2002-06-30 00:00:00,SHOT,Y,2002-09-30,734.0,7.0,92.0
HH477070,1574.0,2002-06-30 00:00:00,SHOT,N,,734.0,7.0,
HH477322,1576.0,2002-06-30 00:00:00,SHOT,Y,2002-11-07,1113.0,11.0,130.0
HH477480,1577.0,2002-06-30 00:00:00,ASSAULT,N,,722.0,7.0,
HH478886,1581.0,2002-06-30 00:00:00,SHOT,Y,2002-07-15,2532.0,25.0,15.0
HH479856,1604.0,2002-07-01 00:00:00,STRANGULATION,Y,2003-01-23,1522.0,15.0,206.0
HH481276,1582.0,2002-07-01 00:00:00,SHOT,N,,1013.0,10.0,
HH481575,1583.0,2002-07-02 00:00:00,SHOT,N,,1111.0,11.0,
HH538545,1647.0,2002-07-02 00:00:00,ASSAULT,N,,713.0,7.0,
HH482092,1584.0,2002-07-02 00:00:00,SHOT,N,,613.0,6.0,
HH483971,1585.0,2002-07-03 00:00:00,STABBED,Y,2002-07-05,1211.0,12.0,2.0
HH485718,1591.0,2002-07-04 00:00:00,SHOT,N,,1511.0,15.0,
HH485926,1587.0,2002-07-04 00:00:00,SHOT,N,,824.0,8.0,
HH485934,1589.0,2002-07-04 00:00:00,SHOT,N,,1013.0,10.0,
HH486986,1590.0,2002-07-04 00:00:00,SHOT,Y,2002-09-09,1132.0,11.0,67.0
HH487167,1588.0,2002-07-04 00:00:00,SHOT,Y,2002-08-12,1822.0,18.0,39.0
HH487829,1592.0,2002-07-05 00:00:00,SHOT,Y,2002-08-12,1011.0,10.0,38.0
HH490118,1594.0,2002-07-05 00:00:00,STABBED,Y,2002-07-08,311.0,3.0,3.0
HH490208,1595.0,2002-07-06 00:00:00,SHOT,Y,2003-02-03,1125.0,11.0,212.0
HH490220,1593.0,2002-07-06 00:00:00,SHOT,N,,1531.0,15.0,
HH492600,1599.0,2002-07-07 00:00:00,ASSAULT,Y,2002-07-17,824.0,8.0,10.0
HH494289,1596.0,2002-07-07 00:00:00,SHOT,Y,2003-02-07,321.0,3.0,215.0
HH494479,1597.0,2002-07-08 00:00:00,SHOT,Y,2002-07-12,621.0,6.0,4.0
HH494479,1598.0,2002-07-08 00:00:00,SHOT,Y,2002-07-12,621.0,6.0,4.0
HH497225,1600.0,2002-07-09 00:00:00,SHOT,N,,1124.0,11.0,
HH497737,1601.0,2002-07-09 00:00:00,SHOT,N,,2212.0,22.0,
HH499180,1602.0,2002-07-09 00:00:00,SHOT,Y,2002-09-26,324.0,3.0,79.0
HH499272,1603.0,2002-07-10 00:00:00,SHOT,Y,2003-12-30,2422.0,24.0,538.0
HH500112,1605.0,2002-07-10 00:00:00,SHOT,Y,2002-07-11,1223.0,12.0,1.0
HH500798,1608.0,2002-07-10 00:00:00,STRANGULATION,N,,923.0,9.0,
HH500856,1606.0,2002-07-10 00:00:00,SHOT,Y,2002-09-06,1022.0,10.0,58.0
HH501711,1607.0,2002-07-11 00:00:00,SHOT,N,,934.0,9.0,
HH505945,1812.0,2002-07-11 00:00:00,ASSAULT,Y,2002-10-17,711.0,7.0,98.0
HH503688,1609.0,2002-07-11 00:00:00,SHOT,Y,2002-07-15,1731.0,17.0,4.0
HH503657,1610.0,2002-07-11 00:00:00,SHOT,N,,831.0,8.0,
HH506246,1611.0,2002-07-13 00:00:00,SHOT,N,,1413.0,14.0,
HH506533,1623.0,2002-07-13 00:00:00,STRANGULATION,N,,1121.0,11.0,
HH507903,1612.0,2002-07-13 00:00:00,SHOT,N,,2424.0,24.0,
HH508211,1614.0,2002-07-13 00:00:00,SHOT,Y,2002-08-12,1033.0,10.0,30.0
HH508501,1613.0,2002-07-14 00:00:00,SHOT,Y,2004-04-08,832.0,8.0,634.0
HH508711,1622.0,2002-07-14 00:00:00,SHOT,N,,723.0,7.0,
HH509766,1616.0,2002-07-14 00:00:00,SHOT,Y,2002-07-17,2234.0,22.0,3.0
HH510318,1618.0,2002-07-14 00:00:00,SHOT,N,,512.0,5.0,
HH510619,1617.0,2002-07-15 00:00:00,SHOT,N,,324.0,3.0,
HH510630,1619.0,2002-07-15 00:00:00,SHOT,Y,2002-07-22,2512.0,25.0,7.0
HH513164,1620.0,2002-07-16 00:00:00,SHOT,Y,2002-07-22,524.0,5.0,6.0
HH517125,1654.0,2002-07-17 00:00:00,SHOT,Y,2002-08-12,1532.0,15.0,26.0
HH521762,1624.0,2002-07-19 00:00:00,STABBED,Y,2002-07-22,1113.0,11.0,3.0
HH524632,1625.0,2002-07-21 00:00:00,SHOT,N,,423.0,4.0,
HH524632,1626.0,2002-07-21 00:00:00,SHOT,N,,423.0,4.0,
HH522403,1628.0,2002-07-21 00:00:00,SHOT,Y,2002-12-12,934.0,9.0,144.0
HH524796,1627.0,2002-07-21 00:00:00,SHOT,Y,2003-03-10,732.0,7.0,232.0
HH525230,1633.0,2002-07-21 00:00:00,ASSAULT,Y,2002-07-25,825.0,8.0,4.0
HH527219,1629.0,2002-07-22 00:00:00,SHOT,Y,2002-07-29,332.0,3.0,7.0
HH528690,1630.0,2002-07-22 00:00:00,SHOT,N,,1331.0,13.0,
HH529070,1631.0,2002-07-23 00:00:00,SHOT,Y,2003-01-24,735.0,7.0,185.0
HH529226,1632.0,2002-07-23 00:00:00,SHOT,N,,2122.0,21.0,
HH533977,1635.0,2002-07-25 00:00:00,STABBED,Y,2002-08-22,1913.0,19.0,28.0
HH535540,1642.0,2002-07-25 00:00:00,SHOT,N,,1021.0,10.0,
HH536360,1636.0,2002-07-26 00:00:00,SHOT,Y,2002-11-04,1713.0,17.0,101.0
HH536070,1634.0,2002-07-26 00:00:00,SHOT,Y,2002-10-03,2422.0,24.0,69.0
HH538222,1637.0,2002-07-26 00:00:00,SHOT,Y,2002-11-07,2523.0,25.0,104.0
HH541423,1638.0,2002-07-27 00:00:00,STRANGULATION,Y,2002-07-31,334.0,3.0,4.0
HH539590,1639.0,2002-07-27 00:00:00,ASSAULT,Y,2002-08-01,523.0,5.0,5.0
HH539837,1640.0,2002-07-27 00:00:00,SHOT,N,,2535.0,25.0,
HH540148,1641.0,2002-07-27 00:00:00,SHOT,Y,2002-08-12,1115.0,11.0,16.0
HH541332,1643.0,2002-07-28 00:00:00,ASSAULT,Y,2002-07-31,1423.0,14.0,3.0
HH546846,1644.0,2002-07-30 00:00:00,ASSAULT,Y,2002-08-05,2122.0,21.0,6.0
HH546846,1645.0,2002-07-30 00:00:00,ASSAULT,Y,2002-08-05,2122.0,21.0,6.0
HH546996,1995.0,2002-07-30 00:00:00,SHOT,N,,1135.0,11.0,
HH548761,1646.0,2002-07-31 00:00:00,SHOT,N,,414.0,4.0,
HH549854,1653.0,2002-08-01 00:00:00,SHOT,N,,2223.0,22.0,
HH549795,1648.0,2002-08-01 00:00:00,SHOT,N,,712.0,7.0,
HH549811,1649.0,2002-08-01 00:00:00,STRANGULATION,Y,2002-08-15,433.0,4.0,14.0
HH551686,1650.0,2002-08-01 00:00:00,SHOT,Y,2002-08-05,712.0,7.0,4.0
HH551970,1651.0,2002-08-02 00:00:00,SHOT,Y,2002-08-05,321.0,3.0,3.0
HH551995,1652.0,2002-08-02 00:00:00,SHOT,Y,2002-12-31,511.0,5.0,151.0
HH552989,1655.0,2002-08-02 00:00:00,SHOT,N,,714.0,7.0,
HH553164,1661.0,2002-08-02 00:00:00,ASSAULT,Y,2009-09-26,1922.0,19.0,2612.0
HH553599,1656.0,2002-08-02 00:00:00,SHOT,N,,1135.0,11.0,
HH554235,1662.0,2002-08-03 00:00:00,SHOT,Y,2002-08-06,1912.0,19.0,3.0
HH555020,1657.0,2002-08-03 00:00:00,STABBED,Y,2002-08-05,431.0,4.0,2.0
HH556297,1658.0,2002-08-03 00:00:00,SHOT,Y,2017-05-23,2535.0,25.0,5407.0
HH556368,1659.0,2002-08-03 00:00:00,SHOT,N,,1022.0,10.0,
HH556724,1660.0,2002-08-04 00:00:00,STABBED,Y,2002-08-05,424.0,4.0,1.0
HH560470,1665.0,2002-08-05 00:00:00,ASSAULT,Y,2002-08-07,835.0,8.0,2.0
HH560690,1663.0,2002-08-05 00:00:00,SHOT,N,,2223.0,22.0,
HH561047,1664.0,2002-08-06 00:00:00,SHOT,Y,2008-08-01,613.0,6.0,2187.0
HH562697,1666.0,2002-08-06 00:00:00,SHOT,Y,2004-11-24,1511.0,15.0,841.0
HH563069,1667.0,2002-08-06 00:00:00,SHOT,Y,2002-08-08,1733.0,17.0,2.0
HH563363,1668.0,2002-08-07 00:00:00,SHOT,N,,726.0,7.0,
HH563384,1669.0,2002-08-07 00:00:00,SHOT,Y,2002-08-26,324.0,3.0,19.0
HH564930,1670.0,2002-08-07 00:00:00,SHOT,Y,2002-08-12,611.0,6.0,5.0
HH565645,1671.0,2002-08-08 00:00:00,SHOT,Y,2004-08-12,2531.0,25.0,735.0
HH567609,1672.0,2002-08-08 00:00:00,SHOT,Y,2002-11-07,1323.0,13.0,91.0
HH567771,1673.0,2002-08-09 00:00:00,SHOT,N,,1112.0,11.0,
HH567855,1674.0,2002-08-09 00:00:00,SHOT,N,,611.0,6.0,
HH569190,1675.0,2002-08-09 00:00:00,SHOT,Y,2003-06-24,712.0,7.0,319.0
HH569890,1676.0,2002-08-09 00:00:00,SHOT,Y,2002-08-15,1021.0,10.0,6.0
HH570080,1677.0,2002-08-10 00:00:00,SHOT,Y,2003-05-30,1624.0,16.0,293.0
